name,industry,employeeCount
GE Renewable Energy,Mechanical Or Industrial Engineering,10379
GE Vernova,Renewables & Environment,5130
GEA Group,Mechanical Or Industrial Engineering,13408
GEHA Health,"Health, Wellness & Fitness",1248
Gelia,Marketing & Advertising,114
Gemini Rosemont Commercial Real Estate,Real Estate,114
Gen II Fund Services,Financial Services,969
Gen Mobile,Telecommunications,48
Genentech,Biotechnology,20530
General Atomics,Defense & Space,9424
General Dynamics Land Systems,Defense & Space,3089
General Dynamics Mission Systems,Defense & Space,8691
General Property Construction LLC,Construction,35
Generate:Biomedicines,Biotechnology,272
Generis Tek Inc,Information Technology & Services,43
Genesis Electrical Service,Construction,14
Genesis Global Specialist,Marketing & Advertising,3
Genesis Motor America,Automotive,176
Genesis Physician Services,Hospital & Health Care,62
Genesys,Computer Software,7397
GeniQom Technologies,Information Technology & Services,78
Genius Sports,Computer Software,2173
Genpact,Management Consulting,137255
GENTLE MONSTER,Apparel & Fashion,281
Geomagical Labs,Computer Software,45
Georgia Institute of Technology,Higher Education,16831
Georgia Resource & Advocacy Center for Empowerment inc.,Non-profit Organization Management,0
Georgia Tech Research Institute,Research,2940
Georgia-Pacific LLC,Paper & Forest Products,16596
Gerber Collision & Glass,Automotive,2706
Gertens,Retail,184
GES - Global Experience Specialists,Events Services,3523
Gestamp,Automotive,13413
Gesu School,Education Management,123
Getty Images,Photography,6087
GFL Environmental Inc.,Environmental Services,5366
GHOST,"Health, Wellness & Fitness",435
GHX,Hospital & Health Care,1438
GI Alliance,Hospital & Health Care,1272
Gigiid,Internet,0
Gilbane Building Company,Construction,3987
Gilead Sciences,Biotechnology,14311
Gilman Partners,Staffing & Recruiting,28
Gilmartin Capital LLC,Venture Capital & Private Equity,2
"Gilson-Moreau & Associates, P.S.",Law Practice,6
Giorgio Armani,Apparel & Fashion,6647
Giraphix Creative,Consumer Services,2
Girl Scouts of Southeastern Michigan,Non-profit Organization Management,139
GIRRAPHIC,Broadcast Media,78
Giveffect,Computer Software,14
GIVENCHY,Luxury Goods & Jewelry,1687
GJL Partners,Staffing & Recruiting,2
GKN Automotive,Automotive,8236
GL Staffing,Staffing & Recruiting,192
Gladstone Institutes,Research,525
Glanbia Performance Nutrition (GPN),Food & Beverages,1156
Glatt Group,Machinery,634
Gleefull Supplements,Retail,1
Glendale Career College,Education Management,66
"Global CI (Global Commerce & Information, Inc.)",Information Technology & Services,87
Global Compliance Partners,Biotechnology,7
Global Data Management Inc,Computer Software,61
Global Inheritance,Non-profit Organization Management,21
Global Opine Staffing,Human Resources,35
Global Payments Inc.,Financial Services,16523
Global Project Management,Management Consulting,9
"Global Technical Talent, an Inc. 5000 Company",Staffing & Recruiting,220
Globant,Information Technology & Services,24832
Globe Life,Insurance,2478
Glocal RPO,Staffing & Recruiting,149
Glocomms,Information Technology & Services,129
Glorvigen | Tierney | & Co,Accounting,16
GM Financial,Financial Services,8177
Go West IT,Information Technology & Services,34
GOAT Group,Computer Software,1099
Goldbelt Apex LLC,Government Administration,14
"Goldbelt, Incorporated",Facilities Services,828
Golden Nugget Lake Charles,Gambling & Casinos,585
Golf Galaxy,Retail,1033
Goliath Partners,Staffing & Recruiting,4
GoNetspeed,Telecommunications,241
GoNo Food Finder,Government Administration,17
GOOD AMERICAN,Apparel & Fashion,333
Goodnight Midstream,Oil & Energy,90
Goodpack,Packaging & Containers,303
Goodwill of Central and Northern Arizona,Non-profit Organization Management,1405
Google,Computer Software,286089
goop,Retail,523
GOOSE Recruitment,Airlines/Aviation,17
GorillaDesk,Computer Software,5
gorjana,Luxury Goods & Jewelry,289
goTRG,Information Technology & Services,421
GovCIO,Management Consulting,2427
gpac,Staffing & Recruiting,1750
"GPRM Prestress, LLC",Construction,13
Grade Construction,Construction,24
Grady Health System,Hospital & Health Care,5168
Grafton Integrated Health Network,Mental Health Care,336
GRAIL,Biotechnology,1319
Grainger,Business Supplies & Equipment,19320
GRAMMER Americas,Automotive,623
Grand Hyatt,Hospitality,4669
Gränges Americas Inc.,Mining & Metals,246
Granite Construction,Construction,4227
Grant Thornton LLP (US),Accounting,13732
"Graphic Packaging International, LLC",Packaging & Containers,8950
Gravity IT Resources,Staffing & Recruiting,104
Gravity Media,Broadcast Media,848
Gray,Information Technology & Services,1397
Gray Television,Broadcast Media,1772
Graymont Medical,Medical Device,72
Grayscale Homes,Architecture & Planning,3
Graystone Capital Advisors,Real Estate,27
GrayWolf,Construction,134
Great Hearts Academies,Education Management,1182
"Great Lakes Asset Solutions, LLC",Financial Services,22
Great West Casualty Company,Insurance,836
"Great Western Dining Service, Inc.",Hospitality,152
Greater Denver CARES Mentoring,Non-profit Organization Management,1
Greater Kirkland Chamber of Commerce,Non-profit Organization Management,9
Green Bay Police Department,Law Enforcement,48
Green Dot Corporation,Financial Services,1402
Green Key Resources,Staffing & Recruiting,570
Green PharmaTek,Information Technology & Services,6
Green Thumb Industries (GTI),Alternative Medicine,1640
Greene Resources,Staffing & Recruiting,138
Greif,Packaging & Containers,4155
"Gresham Partners, LLC",Financial Services,66
Gresham Smith,Design,1255
Greven Executive Search,Food & Beverages,11
Grey Matter Recruitment,Staffing & Recruiting,21
Grey State Apparel,Apparel & Fashion,11
Greystar,Real Estate,13712
Grid Dynamics,Information Technology & Services,3110
Gridiron IT,Staffing & Recruiting,90
Grit Printing & Direct Mail,Printing,14
GroupA,Information Technology & Services,20
Groupe Insearch,Staffing & Recruiting,14
GroupM,Marketing & Advertising,16938
Grover Lewis Johnson,Law Practice,46
Growatt New Energy,Mechanical Or Industrial Engineering,356
"Growers Transplanting, Inc.",Farming,35
Grubhub,Computer Software,6884
GrubMarket Inc.,Computer Software,131
Grumbles Law PLLC,Law Practice,10
GS-Tek,Biotechnology,3
GSA,Government Administration,13086
GSK,Pharmaceuticals,99075
GT Global Talent,Human Resources,38
gthr,Events Services,14
Guardian Access Solutions,Security & Investigations,65
Guardian Healthstaff LLC,Staffing & Recruiting,22
Guardian Industries,"Glass, Ceramics & Concrete",5934
Guardian Life,Financial Services,8593
Gucci,Luxury Goods & Jewelry,19492
Guidehouse,Management Consulting,12215
Guideline Healthcare,Staffing & Recruiting,4
Guidewire Software,Insurance,3376
Gulf Companies,Oil & Energy,947
Gulf Electroquip,Oil & Energy,27
Gulfport Energy Corporation,Oil & Energy,272
Gumenick Properties,Real Estate,37
GumGum,Computer Software,473
Gumption Global,Media Production,0
Guthrie,Hospital & Health Care,2128
Guy Carpenter,Insurance,3944
GVC Americas,Venture Capital & Private Equity,6
Gymshark,Retail,1246
Gypsum Management and Supply,Building Materials,396
H2O Care Partners,Environmental Services,12
"h3 Technologies, LLC",Information Technology & Services,69
H10 Capital,Management Consulting,71
H-E-B,Retail,34920
"H&E Equipment Services, Inc.",Construction,2168
H&M,Retail,55976
H&R Block,Retail,16063
"H&R Group US, Inc.",Oil & Energy,7
hackajob,Computer Software,173
HAI Group,Insurance,285
Haley & Aldrich,Environmental Services,1035
Halff,Civil Engineering,1260
Hall's Culligan,Consumer Services,289
Hallgate Management,Real Estate,2
Hallmark Cards,Retail,15666
Halloran Sage,Legal Services,115
Hamberger White Accountants & Consultants,Accounting,1
Hamilton Architects,Architecture & Planning,10
Hamilton Barnes 🌳,Staffing & Recruiting,122
Hamptons Aristocrat,Food & Beverages,12
"HandledNow, LLC",Staffing & Recruiting,12
HandStands PROMO,Marketing & Advertising,39
Hanesbrands Inc.,Consumer Goods,8129
Hang It Up Laundry Service,Consumer Services,1
Hangar 7 Aviation,Airlines/Aviation,16
"Hanger, Inc.",Hospital & Health Care,3926
Hanmi Bank,Banking,436
Hansen Talent Group (HTG),Information Technology & Services,11
Hanwha Power Systems Americas,Machinery,27
Happy Cabbage Analytics,Computer Software,22
Harbor Freight Tools,Retail,12235
Harbour,Furniture,91
Hargrove Controls & Automation,Industrial Automation,72
Harlow's School Bus Service,Transportation/Trucking/Railroad,85
Harmac Medical Products,Medical Device,260
HARMAN International,Consumer Electronics,25888
Harmer,Staffing & Recruiting,64
Harmony Public Schools,Education Management,2805
HarmonyCares,Hospital & Health Care,364
Harnham,Staffing & Recruiting,223
Harrington Industrial Plastics,Wholesale,687
Harris County,Government Administration,5594
Harris Group,Mechanical Or Industrial Engineering,244
Harris Teeter,Retail,11563
Harry Winston,Luxury Goods & Jewelry,888
Hartford HealthCare,Hospital & Health Care,5405
Harvard Maintenance,Facilities Services,733
Harvard Medical School,Higher Education,11313
Harvard University,Higher Education,33834
Harvey Nash,Staffing & Recruiting,3342
Harvey Nash USA,Staffing & Recruiting,153
Hathaway Dinwiddie,Construction,538
"Hathority, LLC - Integration & Innovation",Information Technology & Services,43
Haum,Computer Software,1
Havas Edge,Marketing & Advertising,205
Haversine Funding,Financial Services,12
HAVI,Construction,3448
Hawaiian Airlines,Airlines/Aviation,3562
Hays,Staffing & Recruiting,25393
Hazley Builders,Construction,15
HB Construction,Construction,228
HCA Florida Bayonet Point Hospital,Hospital & Health Care,460
HCA Florida Citrus Hospital,Hospital & Health Care,484
HCA Florida Fawcett Hospital,Hospital & Health Care,347
HCA Florida JFK Hospital,Hospital & Health Care,244
HCA Florida North Florida Hospital​,Hospital & Health Care,209
HCA Florida Osceola Hospital​,Hospital & Health Care,476
HCA Florida Poinciana Hospital​,Hospital & Health Care,38
HCA Florida South Shore Hospital,Hospital & Health Care,99
HCA Florida University Hospital,Hospital & Health Care,77
HCA Healthcare,Hospital & Health Care,128743
HCA Houston Healthcare,Hospital & Health Care,2632
HCLTech,Information Technology & Services,234109
HCT Healthcare Transformation,Hospital & Health Care,72
HCTec,Hospital & Health Care,555
HCVT,Accounting,745
Headfone,Computer Software,86
Headway,Mental Health Care,930
Headway Tek Inc,Information Technology & Services,23
Health Monitor Network,Marketing & Advertising,123
Health Recovery Solutions,Hospital & Health Care,195
Health360 Inc.,Hospital & Health Care,19
Healthcare Plus,Hospital & Health Care,156
HealthCare Recruiters International,Staffing & Recruiting,219
HealthCare Support,Staffing & Recruiting,661
HealthCore Clinic,"Health, Wellness & Fitness",35
Healthfirst,Hospital & Health Care,4327
Healthmap Solutions,Hospital & Health Care,376
healthPrecision,Information Technology & Services,49
"HealthSource Solutions, LLC","Health, Wellness & Fitness",64
HealthTrust Workforce Solutions,Staffing & Recruiting,3488
hear.com,Hospital & Health Care,411
Heart of Biddeford,Non-profit Organization Management,3
Hearth,Computer Software,140
Hearth Homes LLC,Design,6
Heartland,Financial Services,4612
"Heartland Water Technology, Inc.",Renewables & Environment,42
HearUSA,Hospital & Health Care,578
"Heiler Communities, LLC",Real Estate,4
Heinlein Foods Usa Incorporated,Food Production,0
Helix Earth Technologies,Mechanical Or Industrial Engineering,5
Helix Technology Partners,Information Technology & Services,4
Hello Hire Talent Solutions,Human Resources,3
HelloFresh,Consumer Services,11597
HelpWelp,Staffing & Recruiting,2
Hendrick Health,Hospital & Health Care,1632
Hendricks Commercial Properties,Real Estate,141
Hendrickson,Transportation/Trucking/Railroad,1847
"Hengenix, A Henlius Company",Biotechnology,53
"Henrico, Parham & Retreat Doctors' Hospitals",Hospital & Health Care,491
Henry Ford Health,Hospital & Health Care,14825
Henry's House Of Coffee,Retail,9
Herbalife,"Health, Wellness & Fitness",13650
Herc Rentals,Construction,4039
Hercules Incorporated,Consumer Goods,71
Heritage Environmental Services,Environmental Services,705
"Heritage Landscape Supply Group, Inc.",Wholesale,161
Hero Practice Services,Hospital & Health Care,129
Hertz,"Leisure, Travel & Tourism",18574
Hewlett Packard Enterprise,Information Technology & Services,70995
HexaQuEST Global,Information Technology & Services,70
HEXAS,Computer Software,2
Hexaware Technologies,Information Technology & Services,26057
Hexcel Corporation,Aviation & Aerospace,2626
HEXPOL Compounding,Chemicals,750
HHM Hotels,Hospitality,1291
HIA Financial,Management Consulting,4
HiBob,Computer Software,819
HIC Global Solutions,Information Technology & Services,171
HiFunda LLC,Research,8
High Environmental Health & Safety Consulting Ltd.,Management Consulting,11
High Point Networks,Information Technology & Services,148
High Real Estate Group LLC,Real Estate,7
"Higher Recruitment, Inc.",Staffing & Recruiting,4
"HigherEchelon, Inc.",Management Consulting,172
HiLabs,Computer Software,157
"Hill International, Inc.",Construction,5465
Hill's Pet Nutrition,Consumer Goods,3042
"Hillendale Group, LLC",Executive Office,2
Hillmont Group,Staffing & Recruiting,3
HINGE LLC - Wireless Staffing,Telecommunications,5
Hiossen,Medical Device,472
Hira Industries LLC,Consumer Goods,495
Hire Connections Staffing,Staffing & Recruiting,33
Hire For Success @ CCA Global Partners,Retail,0
Hire Horizons,Staffing & Recruiting,14
Hire Innovative,Staffing & Recruiting,2
"Hire IT People, Inc",Information Technology & Services,219
"Hire Options, Inc.",Staffing & Recruiting,23
Hire With Jarvis,Staffing & Recruiting,145
HIRECLOUT,Information Technology & Services,44
HirEngage.com,Staffing & Recruiting,3
HireOne Staffing,Staffing & Recruiting,5
